description,label,
"#ad 

Η νέα, ανανεωμένη σειρά Premier Cru της @caudalie είναι εδώ για να επαναπροσδιορίσει τη νεανικότητα της επιδερμίδας! 
Με ενισχυμένη σύνθεση, καταπολεμά όλα τα σημάδια γήρανσης – ρυτίδες, κηλίδες, απώλεια όγκου – χαρίζοντας πιο σφριγηλή, φωτεινή και γεμάτη ζωή επιδερμίδα! 

Δοκίμασέ τη και νιώσε τη διαφορά! 🍇 #eleni 
#Caudalie #CaudaliePremierCru #AgeLikeFineWine",0,
"#ad

Για εντυπωσιακά outfits υπάρχουν πολλές επιλογές. Για λαμπερά σκούρα ρούχα επιλεγώ πάντα το Persil Black και τώρα το Persil Dark Bloom με υπέροχο άρωμα λουλουδιών. Εσύ το έχεις δοκιμάσει; 
#eleni 

#Persil #RethinkFashion #RethinkNew
#Renew #sustainablefashion #slowfashion",0,
"ΣΟΚ 𝙭-𝙢𝙖𝙨 #ΔΙΑΓΩΝΙΣΜΑΡΑ 🚘🎄🎅🏼
Ολοκαίνουριο ηλεκτρικό αμάξι αξίας 20.000€!

Φέτος μαζί με την @olivespa_official γινόμαστε ο Άι Βασίλης της ❤️ σου και σου κάνουμε ΔΩΡΟ ΑΜΑΞΑΡΑ DACIA αξίας 20K😱😱😱

Τι να κάνεις για να κερδίσεις;
#FOLLOW @olivespa_official + @j.touni 
#LIKE σε αυτό το post 
ΤΙΠΟΤΑ ΑΛΛΟ! 🤯🤯🔥

1ος: ολοκαίνουριο ηλεκτρικό αμάξι αξίας 20.000€.🔥
2ος: Δωροεπιταγή @olivespa_official αξίας 100€.
3ος: Δωροεπιταγή @olivespa_official αξίας 100€.
4ος: Δωροεπιταγή @olivespa_official αξίας 100€.
5ος: Δωροεπιταγή @olivespa_official αξίας 100€.
6ος: Δωροεπιταγή @olivespa_official αξίας 100€.

Το Giveaway ξεκινά την Κυριακή 1/12/24 και ώρα 19:00 και λήγει την Κυριακή 29/12/24 και ώρα 22:00. Η επιλογή του μεγάλου νικητή θα γίνει με τυχαίο τρόπο live την Κυριακή 29/12/24 και ώρα 22:00 μέσω πιστοποιημένης εφαρμογής arbitery (arbitery.com). Οι τυχεροί για τις δωροεπιταγές θα βγουν επίσης μέσω της πιστοποιημένης εφαρμογής arbitery & όλοι οι νικητές θα ανακοινωθούν στο instagram και θα γραφτούν κάτω από αυτό το ποστ.

Δικαίωμα συμμετοχής έχουν όσοι έχουν ως τόπο διαμονής την Ελλάδα, Κύπρο ή τις υπόλοιπες ευρωπαϊκές χώρες.

Τα δώρα θα αποσταλούν με μεταφορική εταιρία.

Η συγκεκριμένη προωθητική ενέργεια δεν επιχορηγείται, υποστηρίζεται ή διεξάγεται από το instagram, ούτε συνδέεται μαζί τους με οποιονδήποτε τρόπο.

Με τη συμμετοχή σας στο giveaway δηλώνετε ότι το instagram απαλλάσσεται από κάθε ευθύνη για τη συγκεκριμένη προωθητική ενέργεια.

Για τη συμμετοχή στο giveaway δεν είναι απαραίτητη η πραγματοποίησης κάποιας αγοράς.

#giveaway #ad #advertising

WINNERS:
@__mariloystef__ αμάξι 
@happychoices_coachingexpert  δωροεπιταγή αξίας 100€
@giota_seimeni δωροεπιταγή αξίας 100€
@a_gal_reads_and_writes δωροεπιταγή αξίας 100€
@ilianaziogou δωροεπιταγή αξίας 100€
@noikokyremata δωροεπιταγή αξίας 100€",0,
Ποσό χαρούμενη που βρίσκομαι πάλι εδώ στο @megatvcom ! Σε 11 ημέρες πάλι μαζί ! #eleni,0,
Let’s create some new memories for 2025 🙌🏾🥳🎉,0,
"#ad 

🎄Πλησιάζουν οι γιορτινές μέρες! Ευκαιρία να διοργανώσεις βραδιά επιτραπέζιων με τους αγαπημένους σου. 

Ανακάλυψε όλες τις επιλογές της #Hasbro για μικρούς και μεγάλους και βρες το δικό σου αγαπημένο.

#eleni",0,
Shout out to my number one supporter @k_pap16 🤣🤣,0,
"When the weather keeps you inside, you need a game plan. Luckily, Khaby and Giannis have one. ❄️🔥
#nexpartner #playthatmovesyou #learnfromkhaby @nexplayground",1,
"Spring colors!
#eleni

Φόρεμα #accessfashion 

Πέδιλα #annavirgili #nakshoes 

#elenioutfit 
#dress 
#outifitoftheday 

#ToMegaToKalo",0,
"#ad

Για εντυπωσιακά outfits υπάρχουν πολλές επιλογές. Για λαμπερά σκούρα ρούχα με υπέροχο άρωμα λουλουδιών, η επιλογή είναι μία…✨Persil Dark Bloom✨
 #eleni 

#Persil  #RethinkFashion  #RethinkNew
#Renew #sustainablefashion #slowfashion",0,
Στην ώρα των διαφημίσεων …#eleni @megatvcom,1,
Feel the rhythm 🇧🇷🕺🏾,1,
"#ad 

Tα λατρεύουν οι μικροί και τα νοσταλγούμε οι μεγάλοι! 
Τα επιτραπέζια της #Hasbro για παιδιά 3+ προσφέρουν διασκέδαση και κάνουν την εκμάθηση δεξιοτήτων… παιχνιδάκι! 
#eleni",0,
"Μπλε γιορτινό ! #eleni @megatvcom 

Φόρεμα #marksandspencergreece 

#elenioutfit 
#glamstyle 
#outfitoftheday",0,
"𝗕𝗨𝗕𝗕𝗟𝗘𝗚𝗨𝗡 #private 𝒞𝒽𝓇𝒾𝓈𝓉𝓂𝒶𝓈 𝑒𝓋𝑒𝓃𝓉 ❤️🎄
Πόοοοοσο τέλεια περάσαμε! Πόσο υπέροχα ήταν ΟΛΑ τα #bubblegungirls μας με τα υπέρλαμπρα BUBBLEGUN outfit τους; Και πόσα πολλά μηνύματα λάβαμε ότι «ζήλεψες» και θα ήθελες να είσαι και εσύ παρεούλα μαζί μας🥹🫶🏻🫶🏻 Και να σου πω και κάτι; ΜΠΟΡΕΙΣ!!! Αν θες να έρθεις και εσύ μαζί με την κολλητή σου καλεσμένη στο επόμενο private event μας, απλά follow @bubblegun_world ❤️❤️❤️

Good luck #bubblegungirls 💫",0,
Οι σεισμολόγοι προειδοποιούν: Μπορεί να γίνει σεισμός …αλλά μπορεί και όχι. Όσο για το ηφαίστειο… παίζεται και λιγάκι!🫨 #psilokatalaves #σαντορίνη #σεισμός,1,
"Μπαμπά... μπαμπά να πάρω το αμάξι να πάω βόλτα?
- Όχι...",1,
"""""Ιγώ απ’ τη ζουή πουλλά κατάλαβα
κι σ’ ούλα τα τιρτίπια είμι μέσα,
κι αν ίμπλιξα μι πρόβατα κι γάλατα,
ας όψιτ’ η ζουή η παλιουμπαμπέσα.
Ιμένα που μι βλέπς να βόσκου πρόβατα,
μι κάπα και μι σκαλισμένη αγκλίτσα,
του βράδυ πλιένω σβουνιές κι χώματα
κι τρέχω στο σιργιάνι για κουρίτσα.

Κι ιπειδή ούλη τη μέρα φκιάνου του τσουμπάν’
γινικά στου άρμιγμα κανένας δε μι φτάν’ .
Κι ιπειδή ούλη τη μέρα φκιάνου του τσουμπάν’
γινικά στου άρμιγμα κανένας δε μι φτάν’ ""

Ραντεβού τον Σεπτέμβρη...
Σκιτσάκι από τον φίλο τον @klimis_comix !",1,
"Ήταν μια φορά ένας ""Κινέζος"" ένας ""Ιταλός"" και ένας Νεοσμυρνιωτης...Σας ευχαριστούμε πολύ όλους!!!
Καλό καλοκαίρι!!! Ραντεβού στο επόμενο...
@masterchefgr @scontizas @ioannidispanos @tripylas @stergios_nenes_official",1,
"Be real,shine bright!🌟🌟 #mood",1,
"Δείξε μου το αμάξι σου, να σου πω ποιος είσαι! 
#psilokatalaves #χαρακτήρες #αυτοκίνητα",1,
❤️ you mate...keep smiling...,1,
"""Στις κουφάλες αντίο
Και τους δήθεν καλούς
Ένα γιο για του μάγκες που με τις ατάκες τους φέρνουν σεισμούς
Μην το βάζετε κάτω τ' ακούς
Γιατί αλλιώς θα χαθούμε μ' αυτούς""
(""Φιλικό"" @eisvoleas_liakos -@xatzifrageta_official )",1,
Μάλλον έτσι ξεκουράζονται οι μαμάδες #rodopaki #einaifasi #ad,1,
Όχι...δεν πειράζει..#scoinousa #kalokairaki #dadsprince,1,
"#ad Η CeraVe είναι τα σημαντικά, τα άλλα είναι παλιοσίδερα @cerave #moisturiselikeaderm #ceravepartner #cerave #moisturisingcream #cerawards",0,
Όμορφα...!,1,
"🤩 Madwalk 2024 ✨ #backstage #madwalk #megatv #2024 #comingsoon 
🔺Σάββατο 21/12 
🔺23:30 στο Mega",0,
"Ήταν μια φορά ένας ""Ιταλός"" ένας ""Κινέζος"" και ενάμισης Νεοσμυρνιωτης .Καλές γιορτές.!!",1,
🩵 @thevoiceofgreece,1,
💁🏼‍♀️🤍🐆 ☀️🌧️ #ootd #DownTown #EarlierToday #Athens #GreatnessAthens,0,
"Blue roses, for Maestro in Blue!!! @maestroinblue.tvseries #cast #gathering #home #blueroses💙 #rare #bloom",0,
"What makes a great story? 
It’s the attention to details, just like every sip of Jameson Black Barrel

#ad #jamesonblackbarrel #jamesonambassador",1,
Ετοιμαζόμαστε… 👀 σε λίγο @thevoiceofgreece στον @skaitv.gr ♥️ να έχουμε ένα υπέροχο 2025 😍,0,
"#ad A toast to the beauty of now with @moetchandon 🥂

#MoetChandon #ToastwithMoet  #drinkresponsibly",0,
"🍊Orange isn’t just a color, it’s an energy! 🧡🦁 #ootd #FashionVibes #StreetStyle #LookOfTheDay #UrbanFashion #OffDutyStyle #EverydayStyle",0,
#Eleges ♥️ @xmastoras #TheVoiceGR @thevoiceofgreece @skaitv.gr,0,
"""Εεεεε....οοοοοο....χούλιγκαν με πάνες,  τυρόπιτα και μπιμπερό ""  #panionios #panthers",1,
Το σπίτι του κολλητού μου είναι δύο φορές σπίτι μου! #Doritos #ΓιαΤουςΤολμηρούς #DoritosGreece #ForΤheΒold #advertisement #ad #διαφήμιση,0,
Και κάπου εκεί γαληνεύει η ψυχή σου και είσαι ευγνώμων. #serenity #nature #beauty  #respect #paxos #island #offseasonmode,0,
Καλλιτέχνης σα την μαμά του...!,1,
Όταν τεστάρουν οι φίλοι σου τον νέο τους προτζέκτορα 🎥@maestroinblue.tvseries #privetscreening #friendshome @netflix,1,
"Και εκεί που είσαι στο πουθενά, και πας να σβήσεις μια ταπεινή αυτοσχέδια τούρτα..περνάει από κάτω μια σκουπιδιάρα!!!!
Birthday song along with a garbage track passing by…complimentary!!!
#funnymoments #roadtrip #california #birthdaycake #23.12 #adaybeforechristmas #emptycity #santabarbara #kineta",0,
"Ο κανόνας των 5 δευτερολέπτων; 
Τον κάναμε… uninstall με τα νέα Dettol μαντηλάκια & σπρέι #dettolgreece #sexronodettol #ad @dettol_greece",1,
I’m baaaaaaack 🤗🥹,0,
Greatness 🤍 #athens #inspo,1,
Stema san na hmouna prigkipisa tis Disney re sy,0,
Καλή χρονιά με υγεία σε όλους ♥️♥️ Ευτυχισμένο το 2025 🤩,1,
"Σαββατοκύριακο σημαίνει @thevoiceofgreece 🤩 Απόψε και αύριο στις 21:00 στον @skaitv.gr 🥰 

@dp_dimitrispetrou",0,
Για πάντα και λίγο ακόμα,1,
"Και μαζευτήκαμε και φάγαμε και πίτα κόψαμε και τα γενέθλια της Μαριας γιορτάσαμε και ήταν πάλι ένα από αυτά τα βράδια που σε κάνουν να αναρρωτιέσαι,
-Που θα ξαναβρείς τέτοια συνθήκη;;;
Ό,τι αξίζει έχει διάρκεια.Και μέλλον.
🎬🎼 Night gathering for Maestro in Blue cast.  @maestroinblue.tvseries #familyreunion #2025 #home",1,
@noteslive_ backstage with my girls in @queenofharns 👯‍♀️ @nasia_ad @katerinahadjigeorgiou,0,
"Εγώ δεν μεγαλώνω… #Update κάνω μόνο 🖤💥 @minosemi_official 

Directed by @mikearaitzoglou 🎥
Written by @marios_psimo @jennytsikopoulou 🎶
Ex. Producers: @redarious4 @helenapaparizouofficial @yannisdoxas 🎧

Styling: @arisgeorgiadis 👠
Make-Up: @elsaprotopsalti 💄
Hair: @konstantinosp_8 🪮

Choreography: @zaf_saapoglou
Costumes: @queenofharns
Dancers: @zaf_saapoglou, @zeta__zoi, @nasia_ad, @giuliabenaia 

Sponsored by @symmetria_official #SYMMETRIA 

Supported by @felicia_floral_design, @ventourisevents @karamalegosbros, @ariantique_classic_cars, @queenofharns",0,
Λίγο κρασί 🍷 λίγο θάλασσα 🌊 και τ’ αγόρι μου @sakisrouvas ♥️ #EthnikosTelikos @eurovisionert,1,
"Μη του μιλάτε του μπρο έχει κάνει φυλακή⛓️ 
#psilokatalaves #φυλακή #friendshumor",1,
"✨Party nights at Milan Design Week never looked brighter!Thank you for the sparkle and shine 🪩 @ploom_gr
 
 #PloomXMDW25 #Ploom #TrulyUnique #ploom_gr",1,
💁🏼‍♀️#Archive ✨💫⭐️ #fashion #editorial #memories 📸: @kyris,0,
"Happy birthday, I love you ❤️❤️❤️",0,
Always seductive. #arriving #nyc  #nightarrival #citylights #cinematic #timeless #desirable,0,
"@thevoiceofgreece special edition 🤩 Απόψε αποχαιρετάμε παρέα το 2024 με ένα εορταστικό επεισόδιο του #TheVoiceGR με φίλους και πολλές εκπλήξεις 💥 

In @vrettosvrettakos_ ✨",0,
🤷🏼‍♀️,1,
"#ad Capture your happiest moments with your #GalaxyZFlip6🤍💙🧡
 
#TeamGalaxy
@samsunggreece",0,
Life lately,1,
"#TheVoiceGR Δεύτερο Live Cross Battle ⭐️

Vote for #teamhelena 🥰🥰

In @efipapaioannou ✨✨",0,
ΝΑ ΔΙΑΒΑΣΩ ΑΠΟΨΕΙΣ ΓΙΑ ΜΕΤΡΟ ΦΙΛΑΡΑΚΙΑ ΜΟΥ🚈🚈🚈 #psilokatalaves #metrothessalonikis #metro #skg,0,
#NotesLive #Cyprus 🇨🇾 Part2 Mood: Είπα σου χτενίστου λίο 🪮 🪞🎙️🎉❤️ Θα γίνει χαμος! Αύριο πρεμιέρα στις @noteslive_ 💥,0,
🔹Design is intelligence made visible! Celebrating beloved artist @philippostheodorides of designing a fab front panel for @ploom_gr  at Milan Design Week. Thank you for having me Ploom. 💙  #PloomXMDW25 #Ploom #TrulyUnique #ploom_gr,0,
"In the new issue of @baptista_greece , @christopherpapakaliatis introduces us to an exquisite L’ Art de Vivre, exploring with @schweppesgreece his most creative concerns, the aesthetics that illuminate his artistic truth, as well as the most adventurous and captivating version of himself.

Στο νέο τεύχος του @baptista_greece , o @christopherpapakaliatis μας μυεί σε ένα εξαίσιο L’ Art de Vivre, εξερευνώντας μαζί με το @schweppesgreece , τις πιο δημιουργικές του ανησυχίες, την αισθητική που φωτίζει την καλλιτεχνική του αλήθεια, καθώς και την πιο περιπετειώδη και γοητευτική εκδοχή του εαυτού του.

Publisher: @constantinos_danos
Photographer: @magdalmar @10artistsmanagement
Styling: @apostolisgofas @10artistsmanagement
Grooming: @dimitrissarantouhair @beehive_artists
Ph. Assistant: @the_oneandonly_radi
Flowers: @studio7flowers

Editor-in-chief: @konstantina__mavridou
Production Team: @constantinospantelis @petros_kamin @panagiotiskadigkos @eeff.ie
Production: @baptista_greece 

Cardigan & Trousers @givenchy @atticaofficial 
Tank Top & Trousers @cosstores Belt @acnestudios 
Pullover @hm Atelier 

Shop online - link in bio.
#BAPTISTAGR",0,
"#TheVoiceGR πρώτο Live Cross Battle ♥️

Vote for #TeamHelena and @itsaaronsibley, @labros_kafkoulas & @aggelos_baltayiannis 💪

In @parisvaltadoros ✨",0,
"@thevoiceofgreece semi-finals ♥️ 

@vrettosvrettakos_ 💥",1,
6/4 Video Clip ❌🧢 @thodwrhs_verlis #Trannos #nocaplabel #panikrecords,1,
Καλές γιορτές από Κύπρο 🇨🇾 ♥️ @fourseasonscyprus @helenapaparizouofficial @konstantinoschristoforou,1,
"That’s my new car … call it Formula 1 🏎️ 🏆
Έρχεται καινούργια δισκογραφική στο Game και αφήστε τους άλλους να είναι στο μπλα μπλα ,
 Εγώ ψάχνω να βρω τα επόμενα ταλέντα που θα βοηθήσω να πραγματοποιήσουν τα όνειρα τους ψάχνω new artists  από όλη την Ελλάδα , επίσης για όσους με κραζουν και λένε μαλακιες για μενα ας μετρήσουν τα νούμερα μου δεν χρειάζεται να κάθομαι να απαντάω στον καθένα 😂 και φαντάσου είμαι 4 χρόνια μόνο στη φάση 🧿

#mclaren #trannos #24yearsold",1,
PANAMA 🇵🇦 OUT NOW στο κανάλι TRANNOS μετά από 3 χρόνια επιστρέφω με απανωτές κυκλοφορίες 🏆😎🔥 #trannos #badboy2,0,
"Πράγματα που κάνω μέσα στην ημέρα μου. Βασικά… πράγματα που προσπαθώ να κάνω μέσα στην ημέρα μου τρέχοντας κυρίως τριγύρω από την Ολίβια, δουλειές, γατιά και υποχρεώσεις.
Ο χρόνος πολλές φορές δεν φτάνει αλλά τουλάχιστον το Floradix μου δίνει την ενέργεια που χρειάζομαι για να συνεχίζω δυναμικά, χωρίς να νιώθω εξαντλημένη.

Κουράστηκες να είσαι κουρασμένη; Βρες το Floradix στο online φαρμακείο @wecare.gr.

✅ 100% φυσικό, χωρίς συντηρητικά
✅ Τονώνει σώμα και διάθεση
✅ Ενισχύει αντοχές και άμυνα
✅ Μειώνει το αίσθημα της κόπωσης

❗ Το Floradix μετά το άνοιγμα διατηρείται στο ψυγείο.

#PowerHealth #Floradix #Supplements #wecaregr #wecarepharmacy #ad",0,
"Ήταν κάποτε ένας Ιταλός(που δεν είχε παιδί...τώρα έχει)ένας Κινέζος (που πάντα είχε)και ένας Νεοσμυρνιωτης (που αν και τελευταίος ,έκανε και αυτός). Ξαναμαναερχομαστε...Masterchef7",1,
Οι αντίπαλοι έχουν σκάσει …. 🥇🤫 #trannos #fyp,0,
I love it,1,
"Gin & Bacardi 🥂 
prod by @stanley.coronel , @don_one._ , @sound.dealer_ 
Album Repetition Soon 🍾🏆🔥

#nocaplabel #panikrecords",0,
"Acropolis 🏛️ Sneak peak from album “ REPETITION “ 21/3

#trannos #nocaplabel #panikrecords",1,
"Η καθιερωμένη… Ευχόμαστε ένα φαντασμαγορικό 2025. Να μας φέρει καλοσύνη για τους γύρω μας αλλά και τον εαυτό μας και δύναμη για να προχωράμε. Καλή χρονιά, ένα βήμα την φορά 
🫎♥️
[του χρόνου τι θα ντυθούμε;;;]",0,
"Sukarie Out Now on every digital platform ❤️‍🔥
Prod by @stanley.coronel 
Mix mastered @giwrgos.diak 

#capitalmusic #panikrecords #trannos",0,
"” ΠΩΣ ΝΑ ΓΙΝΕΙΣ ΣΑΝ ΤΟΝ ΤΡΑΝΝΟ ” 24 Δεκεμβρίου 🥂❤️‍🔥 
 #trannos #fyp #episode",1,
"✊Σήμερα Διεθνή Ημέρα Γυναίκας, η Πρέσβειρα Καλής Θελήσεως, @helenapaparizouofficial μαζί με την Κατερίνα, την Έμυ και την Σεσίλια, μέλη της Συμβουλευτικής Ομάδας Παιδιών και Νέων της UNICEF, μοιράζονται τα δικά τους όνειρα για έναν κόσμο όπου κάθε γυναίκα νιώθει ελεύθερη και ασφαλής να δημιουργεί, να εκφράζεται και να ηγείται. 
Eσάς ποιό είναι το όνειρο σας για το μέλλον των  γυναικών στην Ελλάδα; Πείτε μας στα σχόλια👇 ή μοιραστείτε ένα story με το δικό σας μήνυμα κάνοντας tag @unicefgreece !",0,
Ladies and gentlemen 🎩👠 are you ready for part 2? 😎 Με τον @konstantinoschristoforou μου ερχόμαστε και σας ετοιμάζουμε πολλές πολλές εκπλήξεις! 🤩 🇨🇾,0,
Sing-a-long to your number 1 Greek winner with Eurovision legend Helena Paparizou 🎤 #Eurovision2024,1,
Όταν μαζευόμαστε και η @klelia_andriolatou επιμένει να κάτσουμε στην κουζίνα αλλά δεν χωράμε!!!… Kitchen gatherings @maestroinblue.tvseries #home #dinner,0,
Τσιν τσιν,1,
Dear Darling… η ζωή τελευταία 🫂,1,
"Ένα, δύο, τρία… #Update 🌿 18.11 @minosemi_official 

Written by @marios_psimo @jennytsikopoulou 

Link in bio for pre-save 💚 #NewSong #HelenaPaparizou

Cover designed by @dimitris.panagiotakopoulos // Photo by @t.nakis",0,
"Ο Trannos, ο artist που κάθε του τραγούδι κάνει εκατομμύρια digital streams και YouTube views και γίνεται αμέσως viral, παρουσιάζει το νέο album «Repetition».

Το «Repetition» περιλαμβάνει 8 μοναδικά tracks, μεταξύ των οποίων τα «No Mercy» και «Gin & Bacardi» που κυκλοφόρησαν πριν από λίγο καιρό και ξεχώρισαν αμέσως στις προτιμήσεις του κοινού, το Spotify και τα social media. 

Το «Repetition» είναι διαθέσιμο στις streaming υπηρεσίες από το δισκογραφικό label No Cap που δημιούργησε σε συνεργασία με την Panik Records o Trannos.

 Μέσα από το No Cap o Trannos κυκλοφορεί τα τραγούδια του, αλλά και παρουσιάζει releases νέων και ταλαντούχων καλλιτεχνών της rap/trap σκηνής  δίνοντάς τους βήμα να εκφράσουν τη μουσική τους.

@nocap.onlyreal 
#Panikrecords ❤️‍🔥",1,
"Είμαστε ο,τι απέμεινε από των ενθουσιασμό των γιορτών. Κρίμα; Μπορεί. Περάσαμε τέλεια εμείς; Ναι. Unfollow? Ενδεχομένως. Καλή συνέχεια 💪🏼🎄",1,
Οι πρώτες 15 μέρες του Δεκέμβρη σε 10 φωτογραφίες ♥️,1,
"Some stories are meant to be shared,just like a great glass of Jameson Black Barrel

@jameson_greece #ad #jamesonblackbarrel #jamesonambassador",1,
"ΤΟ ΠΙΟ ΑΝΑΤΡΕΠΤΙΚΟ ALBUM ΤΟΥ ΚΑΛΟΚΑΙΡΙΟΥ 😎🏖️🔥 
Ο ΤΡΑΝΝΟΣ είναι Εδώ καλύτερα από ποτέ !!!
Ευχαριστώ όλα τους συνεργάτες που δουλέψανε πάνω σε αυτό το Project  εκτιμώ ξεχωριστά τον καθένα και είμαι ευγνώμων , επίσης  ευχαριστώ την @panik_entertainment_group γιαυτή την απίστευτη συνεργασία 🏆
Νέα σελίδα για μένα νέες επιτυχίες δεν έχετε δει τίποτα ακόμα 🚀 
TRA NNOS 2024 Real Super Hits όχι views απ’ την Ινδία 
Thank you every one worldwide 🙏

#badboy2 #trannos #panikrecords",0,
KALOKAIRI OUT NOW 💦🔥 #trannos #panikrecords  #kalokairi,1,
"Μακάρι να βλέπουμε την αγάπη… όσο πιο πολύ γίνεται 
Και να πηγαίνουμε προς τα εκεί ♥️ Χρόνια πολλά πιπολ μου 🎄⭐️",1,
"ELLE magazine X H&M December online issue 
@elle_greece 
@hm 
.
Clicks: @aggelospp 
Styling: @christos_alexandropoulos @vivian_rouvela 
Mua: @athenaskouvakis 
Hair: @ksakkas 
Interview: @street_me_pleaz",0,
Crazy Life … too cold 🥶🥶,1,
"Official Album Cover “ BAD BOY 2 “ 🔥
12 Tracks 
9 Feats 
Soon Tracklist 🏆

#trannos  #panikrecords #badboy2",1,
"Η αγκαλιά στην παγωνιά ♥️ 
•
[📸: @alikiinworderland ]",1,
We are back 🇨🇾💥 14/02 επιστρέφουμε στις @noteslive_ @helenapaparizouofficial @konstantinoschristoforou 💥🫶,1,
"Στις σήραγγες Κου Τσι… 
Νέες εμπειρίες με τον κολλητό!🤪🔫💪
Βιετνάμ.

@nikosmoutsinas 
—————————————————————————————————
#vietnam #traveller #cuchitunnels #explorers #🇻🇳 #saigon",0,
"Τι κι αν βρέχει, όταν είσαι στην εξοχή, όλα εναρμονίζονται!

@desiree_fashion 
—————————————————————————————————
#christmas #stillchristmas #travelling #greece #roadtrip",1,
"40 🎂. Κανένας απολογισμός. Μόνο ευγνωμοσύνη για τα χρόνια ♥️ η χθεσινή ημέρα σε μερικές φωτογραφίες. Το αδερφάκι μου και οι άνθρωποι μου! Περνούσαμε τέλεια και δεν έβγαλα φωτογραφίες με τους μισούς. Αλλά ξέρουν ποιοι είναι γιατί τους το λέω σε κάθε ευκαιρία. Δηλαδή αν όντως είχα να μοιραστώ κάτι μετά από 40 χρόνια σε αυτήν την γη, είναι το να λες και να δείχνεις ότι νοιάζεσαι και αγαπάς τους πολύτιμους σου. Ο πλούτος μου ⭐️ Και ευχαριστώ και εσάς, που κάποιοι εδώ μέσα με έχετε «ζήσει» να σβήνω κεράκια από τα 25! Είναι πολλά τα χρόνια και άπειρες οι ευχές σας και σας ευγνωμονώ που κάθε χρόνο ξοδεύετε από τον χρόνο σας για αυτές. Τις γλυκές κουβέντες και την αγάπη. Που δεν θεωρώ καθόλου δεδομένη! • καινούργια δεκαετία • Lets goooooooo",1,
Μία ημέρα στην Παύλιανη 🫂♥️,1,
Δύσκολες αυτές οι βάρδιες! #psilokatalaves,1,
Mon coeur bat pour toi🌹,1,
Hold my purse 😌,1,
"Και άξαφνα, βρεθήκαμε στο Βιετνάμ! 🤷‍♀️

@nikosmoutsinas 
—————————————————————————————————
#hanoi #vietnam #travellers #christmas #christmas2024",1,
"Χθες.. Στο ΝιΜου βραδιάτικα 😜
@nikosmoutsinas @matinanikolaou @elisavet_konstantinidou_ @athanasios_alevras 
—————————————————————————————————
@nmvradiatika #myfriends",1,
"Χρόνια πολλά, καλά Χριστούγεννα! ⭐️ Εύχομαι υγεία και γαλήνη στις ψυχές μας, σαν αυτή που υπάρχει σε αυτό το τοπίο! ♥️
—————————————————————————————————
#christmas #itschristmastime #myzanni",1,
#ad November dumb #yslbeauty #makeup,0,
"🥹
.
#ad blessed enough to live moments like this with my fav people 🌸
.
.
 @yslbeauty #makeup",0,
"[κ ι β ε γ ο ύ ε ϊ] Για 25 από εσάς! Είμαστε στο παρά πέντε για να μπορέσουμε επιτέλους να αρχίσουμε να γράφουμε στο Planner του 2025 που με τόση λαχτάρα δημιουργήσαμε παρέα με την @vestart_studio και κυκλοφόρησε από τις εκδόσεις @metaixmiobooks 😻Όσοι το έχετε στα χέρια σας ξέρετε ΗΔΗ ότι πρόκειται για μια δουλειά πολύ προσωπική για εμένα. Για εσάς που δεν καταφέρατε ίσως να το βρείτε ή δεν είχατε σκεφτεί ότι το χρειάζεστε, αυτό το ποστ μπορεί να σας το φέρει στην πόρτα σας! 
Ο τρόπος για να μπείτε στην κλήρωση είναι ο εξής απλός:
-Μόνο ένα σχόλιο με έναν στόχο που θέλετε να θέσετε για το 2025. Τίποτα άλλο. Ούτε mention, ούτε καν follow. Θέλω να διαβάσω στόχους και σκέψεις και όνειρα και έμπνευση για τη νέα χρονιά και 1/1 θα βγάλω τους νικητές με κλήρωση 💛 Σας φιλώ ⭐️",0,
"Ανοίχτε ρε στα παιδάκια ρε🎅🏽🎄 
#psilokatalaves #καλαντα #χριστουγεννα #πρωτοχρονιά",1,
"Παγόδες, ναοί, ποτάμια, λίμνες, βαρκάδες, σπηλιές, ποδηλατάδα … Πόσα πράγματα σε μια μέρα!🤷‍♀️
 Βιετνάμ!
—————————————————————————————————
#vietnam #vietnamtravel #travellers #🇻🇳",1,
"Τελευταία μέρα στο νησί! 🙏
Ποιος ξέρει τι καιρός μας περιμένει παρακάτω..🤷‍♀️
—————————————————————————————————
#phuquoc #vietnam #🌅",1,
"Laos! Αλλιώς το φανταζόμουν κι άλλα τα μάτια μου είδαν!
Τι ομορφιά έχει ο πλανήτης μας!✨🇱🇦
—————————————————————————————————
#laos #luangprabang #travellers #2025",1,
"Get ready with @mairiboo ! 😻
Ανακάλυψε τα αγαπημένα της προϊόντα από τη WABI και κάνε τα δικά σου !
Η εικόνα μιλάει από μόνη της, τα προϊόντα αυτά, κάνουν ακριβώς αυτό που λένε ! 
Το μεγαλύτερο σοκ όμως είναι η τιμή τους ! 
Θα τα βρεις όλα στη buyaboo.gr ! 💛",0,
